appid,steamspy_tags
32630,Action,FPS,Classic,
32640,Action,FPS,Tactical,
32650,Action,FPS,
32660,Action,FPS,
32670,Action,FPS,Military,
32680,Action,FPS,
32710,Simulation,Tanks,
32720,Simulation,Flight,
32730,Simulation,Flight,
32740,Simulation,Flight,
32750,Action,Simulation,Flight,
32760,Simulation,Space,Space Sim,
32770,Action,Multiplayer,FPS,
32900,Simulation,Management,Casual,
33100,Action,Shooter,Indie,
33110,Action,RPG,Indie,
33120,Action,Indie,RPG,
33130,Action,Zombies,RPG,
33180,Action,Zombies,RPG,
33230,Action,Open World,Adventure,
33320,Action,Adventure,Platformer,
33390,Action,Indie,Shoot 'Em Up,
33460,God Game,Simulation,Adventure,
33520,Simulation,City Builder,Strategy,
33570,Strategy,Simulation,Trading,
33600,Point & Click,Adventure,Mystery,
33610,Adventure,Mystery,Point & Click,
33620,Racing,Action,Open World,
33650,Casual,Puzzle,Singleplayer,
33660,Casual,Indie,Puzzle,
33670,Strategy,RPG,Turn-Based,
33680,Platformer,Indie,Horror,
33760,Casual,Hidden Object,
33770,RPG,Fantasy,Singleplayer,
33790,Casual,Hidden Object,
33900,Simulation,Military,Action,
33930,Simulation,Action,Military,
33950,Casual,Indie,Puzzle,
33980,Action,Zombies,Third-Person Shooter,
33990,Adventure,Point & Click,Sci-fi,
34010,RPG,Stealth,Action,
34030,Strategy,Historical,Grand Strategy,
34190,Racing,Local Multiplayer,Arcade,
34410,Stealth,Action,Third Person,
34420,Strategy,Medieval,RTS,
34500,Strategy,Indie,Simulation,
34600,Strategy,World War II,RTS,
34630,Strategy,Turn-Based,Turn-Based Strategy,
34640,Strategy,Turn-Based,
34800,Adventure,Point & Click,Female Protagonist,
34810,Action,Simulation,Space,
34820,Simulation,Flight,World War II,
34830,Action,Sniper,FPS,
34870,Sniper,Action,FPS,
34900,Cult Classic,Physics,Indie,
34920,Action,Indie,Casual,
35000,Adventure,Action,Ninja,
35070,Casual,Agriculture,
35130,Action,Adventure,Co-op,
35140,Action,Batman,Stealth,
35300,Strategy,RTS,Military,
35310,Racing,Action,Zombies,
35320,Racing,Offroad,Action,
35450,Realistic,World War II,FPS,
35460,Puzzle,Action,Indie,
35480,Strategy,Casual,Indie,
35600,Adventure,Casual,Strategy,
35700,Platformer,Fantasy,Puzzle,
35720,Platformer,Adventure,Puzzle,
35800,Casual,Indie,Psychedelic,
36000,Action,Indie,Third Person,
36100,Casual,Adventure,
36130,Casual,
36180,Casual,Time Management,
36210,Casual,Tower Defense,
36240,Casual,Hidden Object,
36300,Casual,Time Management,
36310,Strategy,Casual,
36320,Adventure,Casual,
36900,Simulation,Action,
36910,Action,Simulation,
37000,Surreal,Nudity,Adventure,
37010,Action,Hack and Slash,Ninja,
37030,Strategy,Turn-Based,Tactical,
37100,RPG,Action,Indie,
37210,Simulation,Casual,
37220,Simulation,Time Management,Casual,
37230,Simulation,
37240,Time Management,Casual,
37260,Adventure,Point & Click,Noir,
37270,Casual,Adventure,Cute,
37280,Time Management,
37300,Casual,Management,
37310,Hidden Object,
37320,Hidden Object,
37330,Hidden Object,
37340,Casual,Time Management,
37370,Casual,
37380,Hidden Object,
37390,Casual,
37400,Point & Click,Adventure,Indie,
37500,Indie,Casual,Puzzle,
37600,Casual,Point & Click,Indie,
37700,Action,FPS,Time Travel,
37800,Indie,Casual,Puzzle,
37960,Casual,Puzzle,Match 3,
38000,Casual,Puzzle,
38070,Casual,Simulation,
38080,Simulation,Building,
38090,Simulation,
38100,Simulation,Building,
38110,Simulation,
38120,Casual,Agriculture,
38130,Casual,Agriculture,Time Management,
38140,Casual,Agriculture,
38150,Casual,Puzzle,Agriculture,
38160,Casual,Agriculture,
38170,Casual,Match 3,
38180,Casual,Match 3,
38190,Casual,Hidden Object,
38210,Casual,Puzzle,Masterpiece,
38230,Simulation,Management,
38400,RPG,Post-apocalyptic,Classic,
38410,RPG,Post-apocalyptic,Classic,
38420,Post-apocalyptic,Strategy,RPG,
38430,Action,FPS,Classic,
38450,Action,Classic,Third-Person Shooter,
38460,Action,Classic,Third Person,
38490,Adventure,Action,Classic,
38600,Card Game,Casual,Indie,
38700,Puzzle,Indie,Casual,
38720,Puzzle,Indie,Casual,
38740,Puzzle,Indie,Action,
39000,Space,Simulation,Free to Play,
