appid≡name≡release_date≡english≡developer≡publisher≡required_age≡achievements≡average_playtime≡median_playtime≡owners≡owners_low≡owners_high≡owners_est≡price≡windows_support≡mac_support≡linux_support
10≡Counter-Strike≡2000-11-01≡0≡Valve≡Valve≡0≡0≡17612≡317≡15000000≡10000000≡20000000≡15000000≡7.19≡1≡1≡1≡
20≡Team Fortress Classic≡1999-04-01≡0≡Valve≡Valve≡0≡0≡277≡62≡7500000≡5000000≡10000000≡7500000≡3.99≡1≡1≡1≡
30≡Day of Defeat≡2003-05-01≡0≡Valve≡Valve≡0≡0≡187≡34≡7500000≡5000000≡10000000≡7500000≡3.99≡1≡1≡1≡
40≡Deathmatch Classic≡2001-06-01≡0≡Valve≡Valve≡0≡0≡258≡184≡7500000≡5000000≡10000000≡7500000≡3.99≡1≡1≡1≡
50≡Half-Life: Opposing Force≡1999-11-01≡0≡Gearbox Software≡Valve≡0≡0≡624≡415≡7500000≡5000000≡10000000≡7500000≡3.99≡1≡1≡1≡
60≡Ricochet≡2000-11-01≡0≡Valve≡Valve≡0≡0≡175≡10≡7500000≡5000000≡10000000≡7500000≡3.99≡1≡1≡1≡
70≡Half-Life≡1998-11-08≡0≡Valve≡Valve≡0≡0≡1300≡83≡7500000≡5000000≡10000000≡7500000≡7.19≡1≡1≡1≡
80≡Counter-Strike: Condition Zero≡2004-03-01≡0≡Valve≡Valve≡0≡0≡427≡43≡15000000≡10000000≡20000000≡15000000≡7.19≡1≡1≡1≡
130≡Half-Life: Blue Shift≡2001-06-01≡0≡Gearbox Software≡Valve≡0≡0≡361≡205≡7500000≡5000000≡10000000≡7500000≡3.99≡1≡1≡1≡
220≡Half-Life 2≡2004-11-16≡0≡Valve≡Valve≡0≡33≡691≡402≡15000000≡10000000≡20000000≡15000000≡7.19≡1≡1≡1≡
240≡Counter-Strike: Source≡2004-11-01≡0≡Valve≡Valve≡0≡147≡6842≡400≡15000000≡10000000≡20000000≡15000000≡7.19≡1≡1≡1≡
280≡Half-Life: Source≡2004-06-01≡0≡Valve≡Valve≡0≡0≡190≡214≡3500000≡2000000≡5000000≡3500000≡0.0≡1≡1≡1≡
300≡Day of Defeat: Source≡2010-07-12≡0≡Valve≡Valve≡0≡54≡1356≡134≡7500000≡5000000≡10000000≡7500000≡7.19≡1≡1≡1≡
320≡Half-Life 2: Deathmatch≡2004-11-01≡0≡Valve≡Valve≡0≡0≡311≡32≡15000000≡10000000≡20000000≡15000000≡3.99≡1≡1≡1≡
340≡Half-Life 2: Lost Coast≡2005-10-27≡0≡Valve≡Valve≡0≡0≡46≡29≡15000000≡10000000≡20000000≡15000000≡0.0≡1≡1≡1≡
360≡Half-Life Deathmatch: Source≡2006-05-01≡0≡Valve≡Valve≡0≡0≡102≡81≡7500000≡5000000≡10000000≡7500000≡0.0≡1≡1≡1≡
380≡Half-Life 2: Episode One≡2006-06-01≡0≡Valve≡Valve≡0≡13≡281≡184≡7500000≡5000000≡10000000≡7500000≡5.79≡1≡1≡1≡
400≡Portal≡2007-10-10≡0≡Valve≡Valve≡0≡15≡288≡137≡15000000≡10000000≡20000000≡15000000≡7.19≡1≡1≡1≡
420≡Half-Life 2: Episode Two≡2007-10-10≡0≡Valve≡Valve≡0≡22≡354≡301≡7500000≡5000000≡10000000≡7500000≡5.79≡1≡1≡1≡
440≡Team Fortress 2≡2007-10-10≡0≡Valve≡Valve≡0≡520≡8495≡623≡35000000≡20000000≡50000000≡35000000≡0.0≡1≡1≡1≡
500≡Left 4 Dead≡2008-11-17≡0≡Valve≡Valve≡0≡73≡897≡278≡7500000≡5000000≡10000000≡7500000≡7.19≡1≡1≡0≡
