appid,positive_ratings,negative_ratings
369110,269,1471
369120,11,91
369180,45,501
369190,19,101
369270,28,51
369280,11,71
369290,189,431
369310,20,21
369360,12,241
369370,30,301
369390,109,311
369400,803,2231
369420,488,401
369440,365,1391
369460,9,61
369530,204,201
369550,152,271
369560,97,141
369570,31,101
369580,2512,3531
369640,33,161
369700,40,21
369830,86,51
369860,7,31
369890,135,501
369990,3232,5501
370020,681,391
370050,36,21
370060,240,401
370070,146,321
370080,54,71
370090,258,1121
370120,8,41
370130,24,191
370140,3,31
370150,93,31
370160,30,251
370170,15,111
370200,8,121
370210,11,11
370220,20,271
370270,29,141
370280,1360,851
370300,64,111
370310,33,571
370350,94,351
370360,2536,821
370390,51,141
370440,165,1211
370460,272,421
370480,117,111
370490,31,81
370510,665,3381
370540,235,151
370550,85,101
370560,6,61
370570,19,41
370590,37,231
370600,26,281
370620,5,51
370640,22,131
370660,13,51
370670,92,41
370700,27,91
370710,40,161
370730,8,121
370750,2,11
370770,766,1841
370780,21,181
370800,61,261
370840,47,341
370910,1188,861
370920,88,141
370940,49,41
370970,1,21
371000,23,221
371010,102,511
371100,139,271
371120,61,381
371140,88,211
371180,498,531
371190,86,161
371200,1043,2051
371210,73,951
371220,57,491
371280,12,101
371300,119,301
371320,23,21
371330,245,881
371360,6,151
371370,14,81
371380,8,1
371390,77,1161
371400,5,71
371410,8,101
371420,632,1921
371430,57,141
371450,167,541
371460,76,291
371500,380,431
371510,122,1671
371520,572,2401
371530,19,21
371550,164,381
371570,887,2941
371620,3,31
371650,71,121
371660,8428,26331
371670,360,3871
371690,41,171
371700,2,1
371710,14,271
371790,7,31
371850,20,101
371880,48,121
371890,81,291
371900,31,131
371970,1244,1511
372000,9323,58971
372030,34,21
372080,31,51
372150,9,251
372160,11,131
372190,22,251
372210,291,481
372250,26,61
372330,48,231
372340,3,31
372350,87,111
372360,1911,4361
372380,51,171
372430,6,101
372480,25,171
372490,74,471
372540,1099,5141
372560,4,11
372570,3,41
372670,6,101
372690,167,351
372720,12,81
372740,19,501
372750,74,1131
372770,4,21
372780,32,261
372800,1721,4771
372820,80,821
372830,88,201
372890,6,191
372930,152,151
372940,170,71
372950,9,11
372960,22,11
372970,35,81
373120,12,101
373140,15,121
373180,1997,2161
373240,123,471
373290,39,341
373330,523,6861
373360,91,471
373390,1644,611
373420,10601,12011
373440,63,261
373460,10,51
373470,43,101
373480,97,601
373600,47,51
373610,77,151
373620,40,91
373630,27,91
373640,5,21
373650,83,281
373670,16,201
373720,193,1141
373730,70,381
373750,161,241
373770,2637,941
373800,8,201
373810,9,231
373820,4,91
373860,39,351
373870,26,161
373880,9,181
373920,132,1121
373930,2579,11071
373970,270,241
373990,135,541
374010,31,131
374030,1365,6911
374040,10837,25311
374050,39,271
374060,158,541
374080,9,21
374120,5,81
374150,18,41
374170,15,151
374240,30,121
374280,1201,10011
374320,100412,99531
374380,58,221
374410,231,121
374420,3,1
374450,16,51
374460,35,51
374510,9,171
374520,65,691
374620,5,41
374630,4,11
374640,29,521
374670,833,1941
374830,232,621
374900,661,1761
374940,5,21
374950,39,501
374960,5,21
374990,8,71
375000,7,41
375010,166,671
375020,14,101
375030,172,401
375040,26,201
375090,12,41
375120,197,371
375130,241,91
375170,28,71
375180,165,911
375190,14,41
375200,827,1031
375210,47,61
375220,46,901
375230,5439,55801
375250,159,271
375290,20,71
375310,35,51
375320,55,351
375330,30,291
375430,7,31
375440,292,231
375450,331,2431
375460,571,8621
375480,1209,761
375500,59,361
375510,614,8721
375520,139,361
375530,1774,1721
375550,29,31
375570,1,1
375580,41,161
375600,734,2681
375620,23,811
375680,103,2271
375750,249,191
375760,18,251
375770,30,121
375790,14,91
375820,2200,1551
375840,210,331
375850,48,441
375870,7,1
375900,742,4411
375910,2141,12451
375930,33,61
375950,5524,5751
376110,26,171
376120,16,271
376130,21,181
376140,58,621
376150,13,321
376160,2,1
376210,7107,32191
376240,25,21
376250,34,141
376300,1900,1531
376310,195,3571
376350,3,31
376410,24,141
376450,33,181
376480,14,71
376490,8,41
376520,372,481
376560,85,161
376680,92,371
376730,38,541
376750,20,171
376760,23,71
376770,23,21
376780,11,81
376790,15,71
376870,6041,19481
376880,49,211
376920,158,511
377060,191,871
377070,24,61
377080,304,221
377100,6,11
377120,54,241
377140,359,2801
377160,110376,453771
377190,35,71
377200,11,21
377250,17,11
377260,196,1001
377280,17,61
377290,132,1261
377310,166,1271
377320,16,31
377330,622,821
377360,123,651
377430,315,331
377450,88,21
377460,115,101
377470,89,511
377480,104,461
377500,30,41
377520,118,371
377530,2280,5881
377550,18,61
377570,25,91
377600,477,531
377660,119,21
377670,290,121
377680,502,1731
377690,158,91
377710,129,81
377720,55,31
377760,142,251
377840,3875,3251
377860,790,201
377870,375,651
377880,145,231
377890,6,31
377900,520,1691
377940,13,31
377970,146,641
377980,36,341
378030,42,51
378070,38,121
378080,57,151
378090,13,41
378100,264,3081
378110,134,281
378240,3,1
378260,64,211
378270,251,1241
378300,155,161
378350,12,21
378360,332,751
378370,2153,15021
378390,1,51
378420,5,581
378450,1,31
378480,62,801
378510,5,111
378530,31,51
378540,3220,11131
378570,19,101
378580,73,421
378610,4036,3851
378630,46,151
378660,839,4421
378700,24,111
378720,2533,2641
378750,99,51
378770,81,41
378790,13,11
378800,209,1171
378810,35,111
378830,29,141
378850,60,101
378860,4190,17471
378930,77,351
379210,455,841
379260,6,51
379290,64,661
379320,74,181
379340,7,51
379380,3,71
379390,12,21
379420,108,181
379430,30024,93071
379520,32,41
379530,96,311
379600,62,241
379610,43,51
379640,210,161
379720,68536,51561
379760,46,51
379870,43,481
379960,134,761
379980,1157,1071
379990,12,311
380000,16,111
380020,606,2671
380100,14,11
380120,6,11
380140,218,501
380150,920,2091
380210,12,111
380220,514,2661
380360,632,2191
380540,25,181
380550,54,291
380560,14,61
380580,249,1561
380600,10585,33301
380660,66,101
380670,319,171
380690,13,111
380700,26,181
380750,338,1511
380790,5,81
380810,89,11
380840,3104,4151
380860,21,51
380920,46,61
380950,15,41
380990,22,181
381000,0,11
381010,44,241
381020,614,511
381050,47,191
381100,231,431
381120,1512,9431
381130,11,291
381140,204,951
381170,35,291
381180,260,2171
381210,140721,449851
381220,35,281
381250,8,1
381260,109,501
381310,14,31
381320,62,171
381340,20,11
381550,2,1
381560,359,3491
381590,42,371
381610,31,81
381640,423,2881
381750,121,741
381780,1092,1081
381800,19,191
381850,21,101
381870,101,141
381880,72,111
381890,57,21
381900,81,191
381910,20,51
381940,949,2271
382000,334,141
382050,550,721
382070,65,171
382080,135,1331
382090,170,401
382110,723,3161
382120,425,2131
382130,30,131
382140,999,3711
382160,24,681
382180,40,191
382250,22,181
382260,287,241
382270,14,11
382300,291,2231
382310,1875,6391
382320,7,41
382330,61,571
382350,122,711
382360,142,771
382380,101,231
382420,120,1261
382480,82,401
382490,5715,3521
382570,79,761
382880,16,251
382890,489,1981
382900,884,2591
382920,56,141
383010,13,21
383020,7,61
383080,11952,22091
383100,42,21
383120,11061,27771
383150,3513,14151
383180,788,4011
383190,14,1
383230,1421,4911
383240,11,141
383270,737,481
383330,159,971
383460,286,371
383520,39,271
383530,4,71
383540,20,61
383560,79,751
383580,927,3641
383590,15,101
383620,6,191
383630,35,121
383670,26,91
383690,128,251
383700,39,141
383710,21,321
383720,47,251
383750,55,201
383780,8,81
383790,341,2321
383800,36,341
383810,6,111
383840,328,601
383870,32886,55241
383930,322,581
383950,31,101
383960,113,241
383980,4814,6861
384000,230,791
384010,25,111
384030,258,1741
384040,11,21
384080,151,1021
384090,96,441
384100,32,71
384110,843,1501
384120,31,161
384180,1628,4341
384190,15634,12331
384200,26,121
384210,8,61
384230,11,1
384250,89,571
384280,115,141
384300,6208,23241
384310,267,861
384320,37,371
384330,38,171
384360,551,1761
384480,70,81
384490,2516,12981
384500,517,801
384550,282,1461
384570,331,1671
384590,21,11
384630,1241,661
384660,9,1
384680,445,341
384690,76,11
384700,25,51
384740,544,2371
384750,137,1461
384840,35,331
384880,1,31
384890,20,31
384900,0,21
384910,15,41
384920,15,321
384940,19,41
384950,17,81
384960,122,241
384970,1,31
384980,501,1881
384990,66,161
385030,16,21
385060,35,41
385070,199,831
385080,54,1601
385100,29,1
385130,54,101
385150,57,141
385220,59,351
385230,55,161
385240,715,1591
385250,361,51
385260,118,691
385270,843,3781
385310,34,271
385330,441,381
385350,14,51
385360,57,411
385370,2187,3641
385380,947,2131
385390,8,171
385400,387,5381
385410,14,61
385440,39,161
385490,66,571
385530,109,511
385560,542,1001
385580,3,81
385590,140,371
385600,25,281
385630,15,291
385690,35,11
385700,21,391
385710,1237,2591
385730,1725,10261
385760,4353,38931
385770,3850,4941
385800,11781,7651
385810,3,41
385830,263,3371
385840,11,21
385850,5,1
385860,35,141
385900,13,131
385940,5,51
385950,13,201
385960,2,161
386050,75,161
386070,5373,13751
386080,150,321
386090,18,61
386100,17,51
386140,36,211
386160,58,231
386180,12372,61961
386200,25,31
386260,839,1481
386280,130,1251
386290,54,191
386330,3,151
386340,74,211
386360,34514,88951
386390,6,1
386400,67,191
386420,130,301
386480,1065,3931
386490,95,601
386510,99,731
386520,137,171
386540,23,431
386560,101,121
386590,605,2981
386600,101,241
386620,1368,1941
386630,4,41
386640,131,981
386650,77,561
386690,199,571
386700,107,431
386710,11,111
386740,23,41
386750,39,151
386770,112,381
386840,35,61
386870,64,411
386880,2452,10791
386900,111,81
386930,45,531
386940,7908,4511
386960,5,11
386970,201,371
386990,160,511
387010,104,481
387060,107,211
387070,18,861
387090,20,161
387100,21,41
387110,3,121
387130,12,41
387240,78,111
387270,11,51
387280,31,31
387290,15886,6271
387340,2394,1761
387370,258,1131
387400,4,161
387430,20,101
387450,28,731
387840,312,851
387850,59,171
387860,4014,9311
387870,95,231
387880,18,121
387890,0,71
387930,184,1391
387970,449,5051
387990,15197,27771
388010,4,31
388050,58,391
388060,360,2181
388090,6348,5071
388120,328,3451
388140,12,41
388160,21,751
388210,2404,731
388260,26,51
388270,23,81
388300,22,391
388320,632,1951
388340,292,881
388360,51,231
388370,102,421
388390,22,931
388410,5935,20631
388420,254,311
388430,58,181
388440,17,191
388450,108,51
388490,177,1461
388500,6,171
388540,6,11
388550,16,151
388600,12,21
388620,281,531
388660,10,131
388680,21,131
388720,44,101
388730,43,41
388750,2014,1801
388800,752,1131
388830,1,21
388840,7,51
388880,6551,4771
388900,89,291
388910,27,21
388960,25,171
388970,133,221
389010,4,41
389050,127,331
389140,688,241
389160,64,561
389170,858,791
389190,57,201
389220,147,681
389230,3,31
389250,93,61
389260,60,91
389270,127,401
389310,48,231
389330,1,41
389400,99,241
389430,3704,41871
389460,35,781
389470,25,41
389510,1521,1341
389530,31,951
389570,9463,21581
389650,138,81
389680,2,151
389690,0,71
389700,151,1491
389730,15372,31351
389740,7,271
389840,35,291
389850,77,61
389870,171,741
389900,124,631
389940,5,1
389970,5,31
389980,11,161
390030,278,741
390040,211,811
390090,46,271
390100,123,711
390200,118,591
390210,49,291
390220,65,311
390290,518,591
390310,112,611
390330,50,131
390340,633,16631
390460,13,111
390510,22,371
390520,1109,1391
390540,70,431
390560,221,311
390570,64,671
390610,195,131
390620,37,31
390660,383,831
390670,2845,12591
390680,40,11
390710,237,661
390720,282,171
390730,260,191
390870,48,301
390880,42,391
390890,134,91
390910,152,351
390920,38,71
390930,36,71
390940,16,91
390970,497,3591
391000,50,41
391030,28,41
391040,3237,6121
391070,383,6001
391100,10,51
391120,24,271
391140,59,41
391160,145,411
391170,276,351
391180,34,111
391190,3,1
391210,25,51
391220,49004,38381
391250,84,131
391260,771,2901
391270,2377,6331
391280,140,571
391290,5,21
391300,52,321
391310,121,521
391340,40,561
391380,3,11
391390,31,21
391400,1,21
391410,3,61
391420,491,1811
391440,23,161
391460,8983,61661
391490,192,241
391510,16,11
391520,76,501
391540,97832,44961
391550,13,91
391560,42,381
391580,175,441
391590,19,161
391600,91,381
391630,19,151
391640,21,91
391650,15,21
391660,79,381
391720,14551,16821
391730,1711,2671
391740,180,2311
391780,247,2281
391820,24,281
391910,3,21
391960,14,41
392000,233,561
392020,152,141
392030,68,41
392040,131,611
392070,130,231
392080,177,521
392100,4,1
392110,8161,19861
392120,12,131
392160,3557,17141
392190,70,251
392260,139,391
392280,155,921
392290,1,1
392330,24,31
392370,8,21
392410,203,881
392450,472,671
392470,380,771
392580,438,1491
392600,23,11
392610,62,31
392620,14,31
392680,28,101
392690,15,31
392720,11,11
392730,7,31
392780,20,71
392820,137,1401
392890,2,131
392920,59,131
392930,23,221
392940,108,221
392950,3799,4341
392970,171,161
393080,1148,11121
393150,53,211
393170,25,11
393190,509,81
393200,511,961
393220,40,51
393240,15,101
393290,4,171
393350,25,51
393380,23539,60081
393390,43,531
393410,654,4361
393420,15574,53621
393430,822,1621
393460,37,291
393520,1158,1391
393530,1475,7511
393540,4,21
393550,18,71
393600,16,51
393610,111,281
393660,35,231
393750,117,641
393770,3,51
393790,79,351
393820,21,311
393860,17,91
393920,84,831
393930,286,1531
393950,10,141
393980,463,1371
394010,2,61
394030,19,1
394120,152,2261
394130,131,91
394140,87,191
394160,250,481
394220,116,261
394230,5692,34941
394260,31,121
394270,10,21
394280,121,851
394290,78,71
394310,6071,16691
394360,34711,52511
394390,17,21
394430,40,21
394450,365,2001
394480,21,171
394490,16,371
394510,13065,12221
394540,342,1011
394550,72,81
394600,149,541
394680,243,291
394690,5275,9681
394700,267,481
394720,9,111
394760,1102,4151
394770,14,211
394840,19,321
394850,94,231
394870,578,2241
394950,16,1
394970,2376,1171
394990,3,61
395100,12,11
395140,76,81
395160,342,1381
395170,6830,4511
395190,9,1
395200,1095,3291
395250,21,141
395270,171,591
395300,2,21
395350,187,1081
395380,68,381
395400,17,181
395420,87,321
395470,31,121
395480,3,11
395500,207,371
395520,2429,3311
395550,18,1
395560,43,531
395570,570,2301
395580,14,31
395600,50,231
395620,127,301
395850,348,691
395860,155,331
395880,8,41
395900,69,391
395910,5,221
395920,22,161
395930,45,31
395940,2,31
395960,7,21
396010,3,11
396030,155,681
396060,142,181
396090,158,591
396230,138,281
396260,32,31
396280,78,151
396310,268,401
396320,25,121
396350,400,211
396360,129,641
396480,506,1281
396530,9,321
396560,48,241
396590,31,111
396610,1,71
396640,247,251
396650,1074,481
396660,80,221
396680,39,131
396710,217,141
396730,5,91
396750,4061,10871
396790,471,1271
396800,309,421
396820,5,41
396850,34,431
396860,154,251
396870,14,61
396890,158,311
396900,1519,1761
396930,13,61
397020,2,51
397040,144,1651
397060,4683,8821
397090,57,131
397100,644,2071
397160,148,291
397180,30,71
397190,71,241
397200,10,141
397210,65,151
397240,8,41
397270,1035,821
397310,260,721
397320,23,501
397330,98,181
397340,4544,4741
397350,389,211
397360,4,71
397390,116,451
397400,20,11
397430,441,351
397440,46,101
397460,533,321
397500,391,1291
397570,166,341
397580,39,861
397600,19,1
397640,7,31
397660,11,81
397690,295,671
397700,26,971
397720,102,651
397730,28,261
397740,525,131
397750,53,121
397760,1,841
397770,52,171
397780,88,191
397800,7,141
397810,6,171
397820,24,201
397830,1,51
397840,38,321
397850,14,21
397860,16,21
397870,26,201
397900,9693,54111
397940,92,291
397950,4497,4851
397960,8,21
397970,16,61
397980,251,2211
397990,95,141
398000,238,31
398020,10,91
398030,297,211
398070,45,201
398100,397,971
398110,9,121
398120,19,301
398140,29,111
398150,41,271
398170,220,501
398180,146,701
398250,17,1
398260,3,11
398450,201,481
398460,114,101
398480,7,41
398530,11,91
398620,60,111
398640,44,421
398670,7,81
398680,511,2381
398710,5139,3501
398810,141,381
398830,7,51
398840,293,2231
398850,3603,1601
398890,16,41
398900,1,1
398920,17,51
398930,22,101
398940,28,61
398960,17,61
398980,181,211
399000,38,161
399040,69,131
399070,303,481
399090,8,381
399100,36,701
399120,707,4731
399130,77,841
399140,43,51
399180,4,41
399230,19,711
399240,8,21
399260,25,101
399420,17,71
399430,270,1631
399520,201,471
399530,10,21
399600,305,101
399640,377,241
399670,2370,3481
399780,315,391
399790,416,4391
399810,1800,6371
399820,1234,2771
399880,7,11
399890,162,461
399900,15,101
399910,41,31
399920,23,141
400020,331,781
400030,121,1021
400080,2,21
400110,356,1731
400130,10,51
400160,306,311
400170,1190,4571
400180,528,1341
400200,55,291
400220,10,31
400230,2,21
400240,1460,8841
400250,1286,8931
400280,17,21
400350,16,71
400360,103,511
400370,190,1001
400380,11,151
400410,7,61
400450,317,871
400470,65,341
400500,18,241
400510,145,1351
400570,3,1
400580,169,101
400630,1716,901
400660,348,411
400710,11,21
400740,110,1401
400790,180,291
400800,278,1141
400880,7,191
400910,6496,1671
400940,417,1341
401090,66,191
401120,57,81
401170,4,11
401190,1948,10731
401200,8,1
401210,2,31
401250,21,221
401280,19,1
401290,45,41
401330,39,201
401360,226,671
401420,26,171
401510,14,11
401550,11,1
401560,8,151
401680,1157,1221
401690,158,991
401710,454,1401
401800,35,101
401810,525,501
401820,86,321
401840,67,161
401890,131,521
401910,75,51
401970,22,121
402020,1684,7151
402030,43,201
402040,340,891
402060,138,551
402120,250,481
402130,416,3931
402150,37,121
402160,183,1441
402170,27,341
402180,2019,3201
402190,13,151
402210,57,161
402220,41,411
402260,332,751
402300,46,221
402310,344,771
402330,2147,2051
402340,77,91
402390,106,881
402430,568,521
402530,369,241
402560,414,3211
402570,3992,8901
402620,574,221
402670,13,161
402710,6333,31491
402750,196,851
402800,21,221
402840,1823,3451
402850,69,421
402880,370,981
402890,180,1081
402910,1,41
402940,2,11
402970,1,1
402980,46,311
403010,3,41
403030,4,1
403070,36,41
403090,23,11
403100,32,91
403120,267,1061
403180,233,551
403190,4171,12671
403200,21,461
403230,16,31
403270,21,11
403290,167,921
403300,3,41
403390,18,131
403400,166,411
403410,58,181
403430,267,461
403440,18,91
403460,6,21
403510,170,421
403560,166,3011
403570,580,2491
403590,74,1241
403640,21022,50591
403660,15,141
403670,73,221
403680,6,81
403700,218,331
403740,432,2701
403780,35,21
403830,253,161
403850,72,331
403860,58,901
403880,54,431
403900,197,2521
403940,333,741
403950,287,291
403970,936,3111
403980,47,1521
404030,20,11
404040,126,151
404050,107,491
404070,19,141
404080,132,1601
404100,34,71
404150,41,281
404170,48,51
404180,89,181
404200,348,881
404270,47,51
404390,13,21
404400,15,31
404410,3420,3661
404420,11,61
404460,12,21
404480,786,591
404510,60,111
404530,268,471
404540,1185,1691
404550,98,271
404580,85,391
404590,1580,11721
404620,546,1631
404630,30,211
404640,120,1141
404660,22,101
404680,2376,2971
404690,138,471
404700,121,241
404750,9,41
404770,209,1221
404790,624,211
404820,160,171
404850,26,81
404860,18,51
404890,5,61
404960,52,201
405000,104,151
405010,576,771
405070,4,61
405180,159,921
405190,4,131
405240,15,91
405290,304,231
405310,1898,3841
405340,23,141
405370,306,1571
405440,7,71
405480,15,111
405500,251,3051
405530,31,21
405540,43,91
405550,46,61
405610,178,1631
405640,9347,4211
405650,176,401
405670,42,111
405710,1422,4931
405720,76,261
405760,70,281
405780,124,411
405810,2,41
405820,1614,731
405830,983,581
405900,2211,3061
405950,391,311
405970,132,361
405980,117,791
406080,100,761
406090,417,1671
406110,45,161
406120,10,61
406130,285,681
406150,11930,5831
406170,204,1431
406220,47,101
406280,32,411
406290,790,1281
406300,10,31
406310,106,601
406350,307,481
406400,4,21
406410,10,101
406550,322,81
406650,41,111
406670,10,81
406690,5,1
406720,166,1001
406730,46,371
406760,2,21
406780,28,41
406850,248,491
406860,27,51
406870,440,221
406920,29,11
406930,18,201
406940,147,591
406970,1046,2561
407000,18,291
407020,152,401
407050,16,71
407060,328,831
407100,20,1
407110,22,31
407120,523,2181
407150,11,111
407190,40,381
407230,410,1821
407290,90,321
407300,466,1191
407310,652,231
407320,57,21
407330,1041,881
407340,90,41
407380,38,11
407420,269,2971
407560,635,2911
407600,33,301
407620,81,1001
407630,17,31
407680,64,411
407690,41,571
407700,9,241
407710,42,221
407720,64,721
407780,222,271
407810,772,1811
407830,5,121
407840,2080,16421
407880,90,61
407900,2305,531
407940,74,41
407980,286,1001
408000,259,651
408030,145,121
408110,116,241
408170,21,1
408240,11,1
408250,160,831
408280,649,1031
408340,30,31
408400,55,121
408410,818,601
408440,18,631
408520,551,451
408640,125,901
408650,325,341
408740,367,3591
408750,25,51
408760,186,1231
408770,100,411
408860,4,31
408880,3,21
408900,156,391
408930,77,891
408960,108,311
408990,357,3651
409000,172,921
409040,31,151
409070,28,101
409090,44,191
409100,883,1531
409130,7,61
409160,7642,5291
409170,34,241
409280,15,191
409290,30,171
409320,140,681
409340,71,351
409360,22,121
409370,15,131
409380,210,391
409390,40,141
409410,30,201
409420,19,321
409440,81,131
409450,356,621
409460,19,91
409490,41,231
409510,602,13301
409520,31,181
409560,71,171
409580,4,41
409590,974,5671
409600,91,411
409610,9,1
409630,16,171
409660,498,511
409670,816,661
409690,574,631
409710,8652,51211
409720,2796,28081
409850,230,571
409870,214,211
409890,255,1071
409910,105,241
409920,163,101
410000,11,21
410040,2,81
410050,5,41
410110,3192,5761
410120,23,81
410130,26,141
410150,35,31
410210,319,6801
410290,43,101
410320,4325,2671
410330,7,31
410340,924,1341
410370,8,11
410380,1055,5801
410390,96,571
410430,414,1381
410440,34,71
410470,12,41
410490,15,171
410540,5,41
410550,7,31
410570,153,341
410670,571,811
410710,626,761
410770,17,71
410820,380,251
410830,78,121
410840,182,501
410850,698,3271
410890,318,101
410900,2073,5491
410910,22,41
410970,74,101
410980,350,131
410990,26,341
411000,235,381
411060,13,21
411070,3,21
411080,206,541
411120,173,291
411130,35,241
411300,7388,24271
411310,112,141
411320,65,71
411330,157,711
411370,1205,1171
411390,15,21
411480,92,771
411520,7,71
411530,12,31
411540,112,581
411560,1081,1941
411570,118,131
411590,67,141
411600,37,211
411610,42,51
411620,20,131
411630,7,71
411680,60,111
411690,17,61
411720,8,11
411740,51,121
411750,37,101
411760,272,481
411820,130,111
411830,2991,1601
411860,1,11
411870,18,1
411880,29,11
411960,1676,261
411970,337,111
411980,64,11
412010,21,131
412050,325,591
412130,151,931
412140,1139,1431
412150,208,331
412170,207,641
412210,15,161
412230,43,121
412270,74,111
412290,23,461
412310,188,761
412360,15,31
412370,10,61
412380,30,171
412400,293,11591
412410,32,231
412440,4,41
412450,1134,7561
412460,144,1301
412470,438,3611
412480,36,21
412490,20,131
412520,244,651
412530,10,11
412540,16,61
412560,0,21
412600,149,1861
412620,107,81
412640,2,11
412660,80,191
412670,231,61
412730,51,891
412740,2080,4261
412760,9,1
412770,297,541
412790,105,361
412830,5720,1301
412880,1899,9771
412930,14,11
412970,9,61
413030,54,371
413040,3,21
413150,118217,37611
413350,0,21
413410,5714,1671
413420,4677,1481
413470,9,41
413480,28,61
413490,6,51
413500,60,81
413510,23,161
413540,14,1
413580,15,1
413620,6,111
413680,151,691
413700,18,11
413710,548,3791
413740,21,171
413760,14,201
413830,10,61
413870,97,71
414060,10,101
414070,250,1731
414080,339,1321
414090,11,61
414120,141,151
414140,1,41
414190,256,631
414260,28,101
414290,955,1671
414330,9,181
414340,20227,18051
414370,56,41
414470,16,111
414490,30,11
414500,1,111
414510,249,421
414530,1270,9461
414550,117,711
414580,111,2241
414660,283,461
414700,10790,15631
414720,291,501
414730,438,2121
414740,888,8061
414760,15,11
414770,1,21
414810,8,11
414870,374,761
414920,207,571
414950,102,391
415000,44,1
415030,409,1171
415080,33,501
415090,21,21
415150,131,301
415170,244,101
415180,30,21
415200,4278,4881
415240,94,271
415270,1479,3441
415300,197,641
415330,4,11
415350,500,571
415390,18,41
415400,157,291
415420,1394,1061
415480,571,1261
415530,10,21
415590,1171,5921
415600,62,211
415610,387,261
415660,859,5521
415670,65,51
415740,195,481
415830,84,111
415840,86,461
415850,251,481
415860,572,5921
415880,1015,3541
415890,13,91
415900,3,1
415910,49,71
415920,112,41
415950,130,1061
415960,167,521
415980,6,21
415990,21,41
416000,88,51
416020,86,1231
416030,74,551
416040,87,1201
416070,19,191
416080,331,1811
416090,4,21
416110,88,121
416120,5,1
416140,7,121
416160,1,21
416170,88,1771
416180,34,41
416190,51,141
416200,21,181
416210,707,2481
416240,71,71
416250,23,61
416290,22,261
416310,49,321
416320,59,101
416330,5,61
416340,15,41
416350,28,331
416360,78,31
416370,44,341
416380,85,261
416390,3,31
416430,5,41
416450,250,1481
416530,53,61
416550,132,131
416590,914,2221
416600,963,941
416610,39,211
416630,51,591
416640,93,231
416670,176,1481
416680,1140,861
416690,811,761
416700,15,41
416720,23,161
416760,74,471
416770,555,461
416790,224,251
416800,35,151
416830,49,61
416840,4,11
416850,12,41
416870,51,21
417060,15,61
417110,189,881
417150,60,211
417200,42,171
417290,2119,1731
417310,14,71
417350,1,91
417400,14,31
417410,21,11
417430,474,2521
417480,15,71
417750,232,691
417840,2,101
417860,25981,33401
417880,667,2931
417890,758,1661
417900,26,11
417910,956,7241
417920,26,281
417980,45,91
417990,335,821
418030,2680,11301
418040,488,411
418050,7,31
418060,74,351
418070,3041,3101
418120,349,771
418150,107,241
418160,48,91
418170,6,21
418180,1221,5011
418190,513,311
418210,65,71
418240,9523,4171
418250,245,1011
418260,8,81
418270,71,281
418280,25,631
418300,363,661
418310,15,121
418340,8844,18301
418360,67,111
418370,19022,17181
418430,6,111
418440,212,241
418460,17201,47771
418520,61,11
418610,62,591
418620,187,171
418640,17,81
418650,1909,841
418670,198,431
418910,88,691
418940,9,31
418950,412,1021
418960,5,141
419000,3,11
419020,18,61
419080,63,281
419090,45,101
419130,16,11
419460,996,1101
419480,1830,6281
419500,58,31
419590,31,141
419700,15,61
419710,12,1
419810,35,41
419990,20,21
420000,464,1471
420020,38,21
420060,322,521
420070,60,281
420100,130,131
420110,8671,2381
420160,8,41
420170,11,21
420180,78,151
420210,34,681
420270,68,451
420290,9352,13671
420300,7,141
420360,44,91
420370,5,21
420380,16,41
420440,523,1011
420500,13,41
420520,257,281
420530,10985,2201
420550,88,251
420570,26,31
420660,84,101
420670,26,461
420740,1378,1371
420770,134,391
420790,728,2211
420840,164,91
420850,82,301
420880,62,1601
420900,10,31
420920,26,171
420930,406,1001
420950,70,271
420970,48,451
420980,167,141
421020,3779,19231
421030,481,1261
421040,3709,4851
421050,1868,2701
421110,16,221
421120,1888,981
421140,11,61
421180,7,31
421260,107,31
421600,40,311
421610,42,61
421620,4,31
421630,128,41
421660,342,81
421670,865,1291
421700,478,781
421710,34,61
421740,223,511
421810,252,821
421870,16,31
421880,58,271
421890,25,181
422010,1,1
422020,33,121
422030,9,51
422100,362,3161
422110,149,91
422130,48,531
422140,28,281
422210,18,121
422250,324,2381
422270,8,181
422300,16,51
422420,91,4401
422500,71,231
422510,74,51
422590,13,331
422610,29,231
422630,158,801
422640,17,291
422650,65,171
422760,63,111
422810,1285,4251
422860,161,221
422870,1000,4411
422900,470,401
422910,133,81
422920,67,71
422940,72,511
422970,4462,2221
422980,24,51
423120,206,261
423180,4,141
423220,20,21
423230,4199,4741
423270,29,91
423320,71,151
423440,35,21
423490,286,751
423550,80,281
423580,1724,4001
423590,369,521
423600,18,31
423610,120,331
423620,351,971
423650,50,281
423700,26,411
423710,115,1511
423720,13,11
423730,10,11
423740,28,101
423750,24,91
423760,69,431
423770,101,431
423780,6,21
423800,34,141
423810,381,1601
423870,31,81
423880,6791,7931
423890,419,1831
423900,98,901
423950,470,2171
424000,56,851
424010,18,21
424030,1212,3191
424040,21,21
424060,8,121
424100,7,31
424170,39,91
424200,15,1
424210,12,31
424250,288,761
424260,42,281
424280,13889,2771
424310,1,1
424320,25,31
424370,2787,13061
424610,1,1
424640,41,61
424750,9,21
424760,34,121
424780,89,1011
424830,97,3091
424840,7568,9801
424850,10,101
424870,11,61
425010,2,11
425040,16,1
425070,40,71
425150,65,181
425160,66,61
