appid,positive_ratings,negative_ratings
831650,1,1
831660,64,21
831670,8,31
831680,6,11
831690,1,61
831710,10,151
831720,33,21
831740,3,61
831770,30,51
831790,1,21
831810,54,261
831910,0,11
831950,3,31
831980,144,111
832020,7,21
832080,18,11
832380,22,61
832420,5,41
832470,21,81
832490,1,81
832510,3,1
832520,15,51
832530,2,1
832540,9,31
832550,1,121
832610,24,141
832650,12,51
832680,10,101
832690,5,11
832710,15,21
832720,31,111
832990,2,31
833010,15,41
833030,23,71
833040,659,441
833070,12,21
833110,2,21
833140,27,31
833150,7,71
833180,2,31
833260,7,31
833270,23,11
833290,84,121
833300,3,231
833360,132,101
833370,9,41
833390,5,61
833400,13,61
833440,3,1
833470,9,21
833540,4,11
833640,2,81
833650,0,31
833660,8,41
833670,3,21
833690,6,1
833700,1,241
833770,1,21
833800,6,1
833810,5,61
833820,0,51
833890,3,111
833910,60,121
833920,2,51
833940,4,11
833980,15,1
833990,20,11
834000,8,41
834030,0,11
834050,6,41
834060,74,921
834070,69,241
834100,0,11
834140,12,41
834150,84,51
834180,14,51
834210,0,31
834280,130,851
834340,17,41
834380,16,11
834390,14,61
834420,9,131
834440,1,1
834450,4,41
834470,8,291
834530,1449,1161
834740,761,1321
834750,18,131
834760,19,1
834910,8621,163591
834930,3,1
835040,22,81
835110,24,21
835130,4,11
835430,437,661
835440,0,21
835450,7,51
835490,7,11
835510,14,131
835520,14,11
835530,20,141
835560,8,51
835600,8,61
835630,8,11
835640,9,1
835660,6,151
835680,2,1
835690,3,1
835700,6,11
835710,9,1
835740,2,21
835760,10,131
835860,1363,12881
835910,6,41
835950,21,1
836080,22,51
836110,10,61
836120,3,1
836230,1,11
836260,29,181
836280,5,1
836290,4,1
836300,5,11
836330,13,71
836350,15,21
836400,1,1
836420,0,11
836440,40,51
836450,153,61
836460,7,11
836470,4,21
836480,375,2631
836490,342,151
836540,10,11
836550,7,1
836560,7,11
836610,13,1
836690,5,11
836700,7,21
836760,41,91
836770,11,31
836790,13,101
836850,48,171
836860,0,141
836870,2,61
836940,181,241
837040,1,1
837090,4,11
837100,1,91
837110,0,101
837180,5,1
837190,57,11
837200,10,51
837210,1,41
837240,9,51
837260,1,11
837270,4,11
837280,10,1
837290,1,31
837310,44,101
837330,8,1
837380,72,131
837390,8,131
837400,27,61
837430,10,81
837440,14,151
837500,3,1
837530,4,71
837550,4,1
837590,26,141
837600,12,111
837610,173,191
837640,33,91
837720,2,1
837780,5,61
837790,3,21
837800,10,31
837850,40,11
837900,11,201
837920,0,11
837930,9,21
837940,12,11
837950,2,1
838010,28,41
838050,6,101
838100,23,1
838110,30,11
838150,1,1
838160,4,31
838180,30,51
838220,14,141
838260,34,181
838270,24,441
838310,1711,861
838330,305,1191
838340,19,21
838350,17938,22731
838380,1454,8361
838390,94,11
838420,3,71
838440,11,1
838490,15,1
838510,58,331
838540,6,131
838640,9,41
838690,2,11
838700,3,1
838720,1,1
838730,3,1
838790,2,41
838820,12,141
838840,3,51
838900,218,2391
838940,17,81
838980,5,31
838990,53,91
839010,2,1
839030,7,31
839040,1,11
839090,6,11
839130,3,1
839170,5,31
839200,12,41
839210,6,11
839230,22,11
839240,59,31
839250,39,121
839260,26,131
839280,38,21
839300,43,121
839310,49,141
839340,14,11
839350,11,1
839370,6,41
839420,20,41
839430,0,61
839450,59,171
839460,2,1
839500,35,191
839520,11,21
839530,2,1
839540,3,171
839560,96,241
839570,15,31
839590,2,61
839620,2,51
839630,653,2511
839670,16,31
839680,9,71
839730,5,131
839810,9,71
839820,1,1
839890,11,291
839920,8,231
839940,14,1
839960,15,1
840010,275,351
840020,5,31
840060,48,81
840090,3,51
840100,95,211
840120,2,21
840130,267,3231
840140,1453,13951
840170,4,131
840180,10,151
840190,5,81
840230,4,1
840240,13,11
840270,1,11
840290,38,141
840300,9,1
840340,11,201
840380,4,1
840410,110,231
840430,17,11
840440,8,51
840500,9,1
840580,3,11
840590,14,51
840610,70,101
840620,35,161
840690,9,31
840700,50,111
840710,10,1
840720,208,601
840730,1,1
840800,1459,7421
840810,2,1
840860,1,1
840910,14,11
840920,4,21
840930,78,61
840980,9,1
841010,13,1
841020,7,21
841030,20,41
841120,13,31
841140,6,71
841200,3,11
841210,48,121
841260,2,31
841270,112,191
841300,154,531
841320,8,41
841340,10,1
841350,71,271
841370,3093,80801
841420,4,41
841430,3,11
841440,2,1
841460,105,111
841500,21,81
841570,6,21
841590,13,161
841600,55,31
841660,26,11
841680,1,1
841770,489,211
841790,2,11
841800,1,21
841830,3,1
841840,10,151
841860,59,311
841870,3,11
841970,1,1
841980,3,21
841990,2,61
842030,1,21
842070,2,21
842120,5,21
842130,4,51
842140,17,31
842150,183,911
842170,33,41
842190,7,181
842250,35,191
842270,0,31
842290,2,221
842310,46,721
842420,102,1551
842470,6,1
842500,38,91
842510,1,31
842520,3,51
842530,6,211
842560,3,231
842590,0,91
842620,0,31
842640,9,151
842750,22,31
842760,4,1
842770,10,1
842780,29,81
842810,126,201
842850,11,21
842870,9,31
842910,387,371
842990,6,1
843010,19,31
843040,7,51
843050,35,81
843080,8,1
843120,8,1
843160,7,21
843170,18,21
843190,3,1
843210,26,241
843250,40,111
843260,400,191
843270,7,81
843360,55,121
843370,8,1
843380,1177,381
843400,0,41
843420,1,11
843430,64,41
843440,74,31
843500,13,361
843510,11,41
843520,26,131
843570,12,121
843580,2,1
843590,18,1
843620,8,11
843640,15,41
843650,1,11
843660,70,191
843700,8,21
843720,92,261
843730,29,151
843740,16,51
843760,1,11
843780,6,41
843790,2,11
843820,2,41
843840,14,11
843860,34,321
843870,6,21
843890,97,751
843900,42,61
843920,4,1
843930,2,1
843980,2,1
843990,1,11
844030,0,11
844040,64,91
844050,42,31
844080,4,21
844130,36,31
844140,13,61
844160,7,21
844180,30,41
844210,20,101
844250,1,41
844290,3,111
844300,8,111
844310,5,71
844330,47,351
844350,1,41
844380,135,291
844420,73,111
844440,3,11
844490,22,141
844580,0,11
844590,451,51
844610,3,51
844620,1,1
844660,149,21
844750,35,281
844760,4,51
844800,9,91
844820,0,11
844850,286,791
844900,5,21
844920,180,331
844930,1416,441
844950,14,51
844970,9,1
844990,0,11
845040,23,11
845060,57,161
845070,8077,6671
845080,7,21
845110,1,1
845150,5,61
845170,0,11
845200,10,61
845210,10,61
845250,18,191
845270,43,11
845290,8,1
845350,2,1
845380,34,51
845390,5,11
845400,7,131
845420,9,71
845440,1,131
845460,3,11
845480,4,81
845490,18,51
845500,4,161
845510,1,1
845520,3,61
845530,8,211
845570,1,51
845590,12,21
845600,8,1
845630,16,101
845650,3,1
845690,17,1
845700,4,1
845730,9,31
845750,22,11
845760,14,91
845820,4,21
845840,14,1
845860,6,11
845870,152,2801
845880,517,401
845900,27,81
845940,9,1
845960,4,31
845970,13,61
846010,15,31
846020,4,21
846050,8,121
846080,17,11
846110,303,441
846120,8,301
846130,5,11
846150,10,81
846200,43,261
846210,2,1
846220,2,1
846240,9,171
846250,2,1
846330,5,11
846340,12,51
846370,1,41
846430,6,111
846440,30,141
846470,531,461
846490,4,1
846530,0,11
846670,65,21
846690,13,11
846700,6,21
846710,19,51
846780,6,21
846790,27,271
846800,135,221
846820,25,41
846880,135,71
847100,3,1
847230,4,11
847240,8,21
847290,18,21
847300,1,11
847310,3,31
847360,139,201
847370,2421,2741
847390,3,21
847450,7,11
847460,2,1
847490,2,1
847530,8,1
847570,2,21
847580,1,51
847600,0,21
847630,14,71
847650,2,31
847660,15,101
847790,10,1
847800,7,1
847860,3,21
847870,2,11
847890,18,71
847900,10,11
847940,2,1
847950,24,41
848010,40,31
848090,1,1
848100,1,1
848150,0,71
848200,21,21
848230,4,11
848260,4,61
848270,5,11
848280,70,11
848300,26,51
848310,120,281
848350,559,581
848410,13,31
848450,4097,4711
848500,32,501
848520,3,31
848540,12,101
848550,30,61
848610,5,71
848630,3,11
848640,8,91
848650,23,511
848660,6,1
848670,9,61
848680,2,21
848700,42,41
848710,2,21
848720,3,11
848730,1,41
848740,1,11
848750,1,1
848770,5,1
848780,1,1
848810,1,11
848890,8,21
848930,29,11
848960,4,21
849000,14,1
849070,1,1
849270,6,31
849320,9,381
849350,3,11
849360,5,11
849390,1,11
849420,2,1
849520,12,21
849550,12,161
849560,7,31
849600,9,21
849620,13,51
849630,8,11
849670,38,11
849680,17,1
849690,3,31
849790,28,81
849800,5,1
849840,0,11
849860,0,51
849870,0,31
849900,1,1
849910,0,21
849920,2,1
849940,22,131
849970,3,21
849980,5,1
850000,631,221
850040,15,1
850050,23,81
850060,33,71
850110,10,1
850230,43,151
850250,3,31
850270,0,31
850310,8,51
850330,50,71
850340,3,1
850450,108,431
850500,39,31
850550,0,11
850630,155,141
850690,40,561
850710,4,1
850740,5,21
850780,10,61
850790,13,51
850810,2,41
850820,24,51
850830,3,11
850880,6,1
850910,244,2371
850920,13,1
850930,1,1
850940,3,71
850950,1,51
850960,2,91
851000,37,161
851010,3,61
851040,1,11
851050,35,161
851080,159,2221
851100,3199,751
851110,47,711
851180,30,91
851200,9,61
851220,0,11
851250,1,21
851290,6,61
851320,1,1
851350,4,71
851370,7,81
851490,1,1
851520,8,71
851530,368,181
851570,2,41
851580,8,41
851640,16,31
851650,21,131
851670,124,71
851710,15,61
851730,26,11
851770,1,1
851790,16,31
851810,31,141
851820,47,121
851840,9,1
851880,2,61
851890,306,281
851920,1,1
851930,213,641
851940,3,51
851980,15,41
852050,7,21
852060,9,101
852070,19,31
852080,12,161
852110,194,61
852160,21,81
852180,5,61
852190,3,1
852250,14,21
852310,1,1
852320,1,1
852340,63,61
852390,12,11
852450,5,31
852500,50,251
852530,5,1
852570,2,11
852590,1,11
852630,3,11
852660,1,11
852720,19,61
852740,142,901
852750,0,11
852760,1,1
852790,41,71
852810,8,261
852860,0,31
852880,1,1
852900,12,11
852910,49,31
852920,1,31
853000,0,11
853020,8,61
853040,8,41
853110,32,1
853120,1,51
853140,130,231
853200,16,21
853210,16,261
853220,10,11
853240,54,121
853250,29,21
853260,5,11
853290,1,1
853300,11,1
853310,7,1
853380,28,91
853410,5,1
853480,11,31
853490,10,31
853500,205,211
853550,1078,531
853580,8,141
853590,2,1
853610,6,11
853620,13,71
853760,3,41
853770,284,411
853780,18,51
853830,3,61
853850,3,11
853860,45,51
853900,8,181
853940,6,61
853980,10,11
854030,2,21
854060,6,61
854120,9,1
854150,41,311
854160,5,71
854190,8,81
854250,3,11
854310,6,41
854330,4,1
854390,7,21
854400,21,61
854450,17,1
854510,1,11
854550,5,61
854560,13,71
854570,188,231
854650,4,11
854670,3,1
854680,2,11
854690,6,31
854740,6,31
854770,54,431
854810,1,71
854830,8,1
854860,16,31
854870,28,11
854890,22,61
854950,2,1
855010,39,151
855030,0,11
855050,16,51
855100,5,21
855160,0,21
855190,26,41
855320,10,81
855480,0,71
855490,3,41
855510,3,1
855530,8,31
855580,12,61
855620,1,1
855630,200,351
855640,188,51
855650,5,21
855670,2,21
855700,7,21
855730,4,1
855760,1,1
855800,3,31
855850,45,21
855860,382,441
855970,9,61
855980,0,21
856010,30,191
856040,1,1
856060,1,1
856080,7,31
856100,1,1
856110,20,1
856120,43,11
856130,88,601
856160,2,1
856170,2,31
856190,1,1
856220,11,1
856240,4,11
856260,3,41
856270,4,31
856300,3,31
856310,1,21
856320,25,141
856350,11,51
856370,208,1101
856380,2,21
856390,1,1
856400,10,221
856410,3,41
856420,2,11
856430,18,111
856440,39,741
856450,13,1
856490,27,121
856500,2,41
856510,1,31
856540,30,1
856550,2,1
856560,2,11
856580,1,1
856600,79,91
856610,29,31
856620,244,131
856650,4,1
856670,2,1
856730,0,11
856750,7,1
856760,6,81
856770,1,21
856790,11,191
856880,58,261
856980,8,41
857010,39,211
857020,9,21
857050,15,111
857080,55,81
857110,1,11
857130,15,81
857140,11,41
857160,0,31
857180,25,41
857240,33,561
857300,7,1
857320,37,51
857330,9,11
857340,61,381
857370,13,131
857410,2,1
857420,14,11
857450,410,81
857460,12,11
857470,27,11
857480,13,31
857500,51,1
857510,6,41
857520,17,151
857570,13,211
857600,28,271
857680,32,81
857690,143,61
857700,0,31
857710,17,31
857740,3,1
857770,4,1
857790,5,91
857800,2,101
857820,5,151
857840,16,141
857850,9,11
857860,4,1
857890,5,21
857900,7,11
857940,351,411
857950,83,71
858010,6,141
858040,29,71
858050,21,1
858060,57,1631
858080,6,11
858100,69,171
858170,6,91
858180,1,11
858210,212,31
858250,13,91
858320,2,1
858360,37,51
858370,15,241
858380,7,61
858410,17,21
858420,12,61
858440,3,31
858490,5,21
858590,731,3111
858680,27,31
858760,317,51
858780,10,71
858810,2757,7061
858830,8,1
858840,4,31
858860,49,21
858870,20,51
858880,27,21
858940,182,11
858950,6,11
858960,8,11
859070,3,31
859090,94,141
859150,18,151
859170,0,11
859180,11,131
859200,41,151
859220,9,51
859280,25,31
859340,194,721
859350,12,41
859370,23,61
859380,2,11
859420,3,1
859440,15,291
859460,3,41
859480,5,91
859530,2,11
859560,3,21
859610,5,101
859640,18,1
859660,3,1
859680,815,281
859700,32,61
859720,1,11
859740,17,31
859820,7,1
859860,0,31
859870,6,11
859900,51,311
859920,0,11
859950,3,1
859960,4,1
859970,2,11
859990,25,31
860030,1,1
860070,8,11
860080,16,31
860090,17,41
860160,3,21
860190,1,191
860200,1,11
860220,13,11
860240,20,101
860260,0,31
860270,1,11
860280,9,41
860320,0,31
860330,10,51
860340,8,41
860350,11,51
860380,23,81
860390,26,151
860400,2,31
860430,3,21
860440,50,281
860450,15,81
860480,0,21
860490,1,1
860500,23,71
860520,61,131
860530,11,31
860550,4,11
860570,0,41
860580,2,31
860590,7,11
860600,2,11
860620,74,751
860640,17,131
860650,36,41
860660,39,111
860670,3,31
860680,10,21
860730,3,31
860770,5,31
860790,9,11
860820,3,21
860860,74,151
860870,4,1
860880,10,11
860890,548,731
860910,131,501
860930,1,11
860940,37,371
860950,802,471
860990,11,51
861000,0,31
861010,5,11
861050,155,2021
861080,7,11
861160,4,41
861180,3,211
861190,7,121
861210,0,51
861230,14,21
861240,15,1
861270,14,31
861280,4,21
861290,1,61
861320,1,31
861330,9,1
861340,6,121
861350,46,531
861400,120,51
861510,0,11
861550,4,21
861560,13,501
861580,2,1
861670,3,11
861710,28,41
861720,12,51
861740,13,31
861760,27,151
861770,1,1
861790,0,11
861840,19,191
861850,2,31
861860,2,1
861910,1,1
861920,71,361
861930,184,241
861940,5,11
861960,6,21
862010,9,291
862020,9,271
862040,6,321
862110,21,1
862120,1,131
862130,13,1
862150,14,81
862160,39,21
862180,14,231
862190,0,11
862200,3,1
862210,14,121
862250,2,11
862260,14,21
862300,15,81
862320,20,151
862370,6,11
862390,48,141
862460,8,1
862480,210,111
862490,9,41
862500,0,31
862520,0,141
862570,226,21
862580,164,421
862590,2,71
862640,2,21
862650,8,151
862660,16,301
862690,1791,2541
862730,7,31
862740,19,81
862770,37,21
862790,5,31
862850,6,41
862880,3,21
862920,27,71
862990,8,81
863120,0,11
863150,2,21
863170,1,1
863190,7,21
863210,10,31
863270,2,1
863280,5,11
863290,0,31
863310,1,11
863380,13,81
863420,39,261
863430,15,1
863470,8,11
863490,33,91
863550,10814,17561
863560,27,481
863570,353,741
863580,5,71
863590,133,91
863660,5,41
863670,0,11
863690,1,11
863730,32,71
863750,4,11
863770,13,61
863810,7,21
863840,3,11
863870,2,21
863900,59,141
863920,1,1
863980,19,121
864010,9,41
864020,1,1
864040,9,241
864060,177,101
864100,46,31
864110,12,11
864150,8,61
864190,2,1
864200,1,1
864270,1,1
864300,98,61
864360,2,1
864380,2,101
864390,3,1
864400,12,21
864410,3,41
864420,28,41
864430,28,31
864480,1,1
864510,24,11
864520,32,111
864530,9,31
864550,101,211
864570,6,21
864590,0,41
864600,4,21
864610,10,21
864740,4,1
864810,22,51
864850,1,11
864860,96,151
864880,1,51
864920,16,91
864940,70,1721
864960,2,1
864970,36,21
865050,13,341
865060,10,1
865090,421,581
865100,3,31
865130,1,1
865170,5,1
865180,42,81
865190,15,21
865200,8,51
865220,13,11
865240,16,51
865250,36,141
865270,81,21
865310,30,161
865330,1,31
865390,17,211
865540,158,61
865630,6,1
865720,1,11
865750,3,1
865760,3,1
865800,8,11
865850,67,261
865860,5,31
865870,15,21
865880,88,31
865930,105,221
865980,38,41
865990,3,11
866010,9,61
866040,2,11
866080,6,1
866100,6,21
866150,31,641
866180,1,51
866260,7,81
866280,0,101
866310,17,91
866340,1,31
866350,4,1
866400,22,111
866420,33,11
866440,1824,781
866450,3,11
866500,5,1
866510,46,221
866520,22,81
866540,282,161
866730,1,1
866950,3,1
866960,5,21
867010,10,41
867050,18,51
867080,4,1
867090,8,71
867110,5,11
867120,42,161
867130,5,1
867140,34,141
867180,71,141
867250,6,21
867380,90,81
867390,5,11
867420,52,91
867460,0,11
867480,17,161
867490,299,411
867510,2,1
867540,4,31
867550,19,41
867570,0,21
867590,1,11
867600,2,71
867610,17,191
867620,1,201
867640,10,31
867700,31,51
867730,14,81
867750,2,1
867770,0,11
867790,3,11
867800,2,1
867850,3,11
867920,1,1
868000,2,31
868010,6,11
868040,3,11
868060,18,11
868070,10,11
868080,66,161
868090,17,51
868100,18,211
868130,6,1
868180,1,1
868190,10,221
868200,2,1
868210,1,1
868230,28,61
868240,1,11
868260,13,21
868320,31,211
868350,0,81
868360,942,2251
868390,0,11
868410,7,291
868430,2,1
868460,2,121
868470,6,31
868500,12,1
868510,6,31
868520,432,121
868550,2,71
868560,3,21
868570,22,31
868580,15,31
868600,1,1
868660,10,11
868710,9,81
868780,14,11
868810,3,21
868830,3,11
868880,4,1
868890,25,141
868910,3,1
868920,24,251
868930,3,1
868950,0,41
868960,1,81
868970,8,11
868980,362,61
869030,8,11
869060,39,231
869080,8,21
869100,5,21
869110,4,31
869120,4,1
869130,7,51
869180,9,31
869280,2,91
869290,9,1
869300,16,21
869320,3,41
869340,4,31
869350,28,11
869370,4,1
869420,2,1
869440,3,1
869470,9,71
869500,4,1
869540,12,11
869550,10,1
869560,2,21
869570,9,11
869580,1,1
869590,12,41
869620,6,1
869630,0,11
869650,1,11
869660,9,31
869750,1,11
869760,1515,1751
869780,11,21
869840,108,61
869850,4,1
869870,25,1
869910,2,1
869930,4,31
870000,4,61
870010,0,11
870020,2,1
870030,1,1
870040,28,341
870080,34,31
870090,5,11
870100,1,21
870110,46,21
870120,12,61
870140,7,1
870150,0,11
870160,11,91
870180,17,41
870190,4,1
870200,321,521
870260,8,1
870290,157,281
870430,1,31
870450,11,61
870510,2,1
870520,20,61
870580,3,21
870590,4,1
870650,1,61
870680,3,21
870690,18,1
870730,28,1
870740,5,11
870750,4,31
870800,17,1
870890,35,1
870990,11,81
871100,39,51
871140,6,41
871150,1,1
871180,12,11
871200,164,291
871230,8,31
871270,7,41
871280,32,11
871290,4,1
871300,2,41
871310,6,21
871320,0,21
871330,8,1
871420,167,181
871450,0,21
871470,2,51
871480,1,31
871510,10,11
871550,24,131
871570,87,21
871580,3,1
871590,2,1
871620,3,31
871670,1,1
871710,3,21
871720,7723,4291
871810,10,301
871850,19,51
871860,2,11
871870,17,51
871920,7,31
871930,224,121
871950,161,181
871990,342,1411
872000,2,41
872040,13,11
872060,5,11
872090,95,371
872110,8,11
872180,0,11
872230,1,1
872240,158,231
872330,0,61
872340,1,11
872350,18,91
872360,4,11
872380,15,31
872400,3,51
872440,11,11
872470,15,21
872490,5,21
872550,4,1
872580,25,21
872590,2,1
872600,30,51
872680,38,121
872690,1,1
872700,23,11
872730,9,31
872790,2963,10041
872820,66,381
872970,64,81
872990,20,11
873040,1,1
873050,1,11
873070,30,1
873120,3,11
873150,457,621
873180,1,31
873190,438,981
873200,186,91
873210,7,51
873220,152,821
873230,99,81
873240,611,621
873250,9,41
873280,2,1
873290,157,61
873320,0,31
873330,3,1
873370,4,21
873390,8,1
873410,12,21
873490,75,111
873500,6,1
873560,5,1
873610,36,41
873620,14,111
873710,0,21
873720,0,11
873730,3,91
873790,5,21
873810,8,81
873820,29,71
873850,1,31
873860,3,1
873890,7,1
873900,5,11
873910,13,271
873930,17,141
873960,20,301
873970,0,21
873980,11,51
874010,18,51
874020,4,11
874030,138,711
874080,3,1
874090,2,11
874130,22,51
874140,4,51
874180,3,1
874200,7,71
874230,11,71
874240,885,10501
874250,2,11
874270,7,91
874330,7,81
874370,25,61
874380,7,111
874400,76,271
874460,54,211
874640,1,41
874650,199,1171
874690,8,31
874700,12,181
874760,9,11
874770,14,1
874780,1,31
874810,1,21
874830,9,141
874840,1,71
874870,9,61
874880,6,51
874930,7,41
875080,8,11
875110,16,11
875240,37,91
875250,4,41
875260,5,291
875270,7,11
875300,31,11
875320,0,11
875340,6,11
875360,0,81
875430,15,201
875470,21,151
875480,28,61
875500,2,11
875510,4,11
875520,5,11
875530,13,21
875540,10,31
875550,4,91
875630,3,41
875660,6,1
875670,5,11
875710,5,11
875740,182,371
875760,107,71
875780,1,1
875790,1,1
875810,8,1
875830,40,41
875840,2,11
875930,108,31
876100,3,1
876110,9,101
876130,9,21
876140,3,61
876160,299,301
876170,0,21
876180,8,1
876200,21,161
876210,2,1
876220,53,201
876290,2,41
876300,8,61
876310,40,71
876320,12,1
876330,169,1711
876340,10,21
876380,33,161
876410,1,11
876470,35,461
876480,2,1
876540,1,11
876580,1,1
876650,179,31
876810,1,11
876840,5,1
876850,87,31
876860,1,31
876870,0,71
876890,18,1
876900,210,821
876910,5,61
876930,11,71
876960,5,31
877020,7,51
877040,9,21
877060,3,1
877070,1,1
877080,37,151
877150,7,11
877180,3,1
877190,30,71
877200,438,1381
877230,8,31
877250,3,41
877260,13,91
877270,3,11
877310,2,11
877360,87,451
877370,24,101
877380,9,51
877390,13,1
877460,11,91
877470,1,21
877480,3,1
877550,5,1
877590,3,41
877680,6,51
877730,3,31
877750,0,11
877760,36,51
877780,2,71
877820,16,221
877840,90,161
877910,68,161
877960,7,21
877980,9,51
878020,26,41
878050,10,121
878080,11,121
878100,3,11
878110,54,101
878120,1,21
878140,0,11
878150,17,21
878160,3,61
878170,9,21
878180,12,21
878240,7,71
878250,13,11
878270,4,1
878280,7,11
878290,6,21
878300,2,21
878320,257,291
878330,10,21
878340,4,1
878350,28,61
878380,958,1791
878400,1,31
878410,1,11
878420,93,271
878440,8,1
878470,9,71
878500,2,11
878510,2,1
878520,30,71
878540,0,21
878570,1,31
878580,93,181
878610,1,1
878620,2,1
878640,9,51
878660,7,41
878680,7,1
878710,4,21
878750,4662,4501
878780,10,21
878810,0,41
878820,10,121
878910,2,1
878980,4,1
879030,3,31
879060,19,31
879090,1,11
879100,2,1
879110,1,21
879120,3,21
879160,2839,17251
879210,4,101
879220,16,151
879250,62,221
879270,7,1
879280,4,1
879290,15,1
879310,12,81
879320,0,21
879410,18,131
879430,26,1
879450,2,1
879470,27,161
879480,2,11
879510,165,71
879520,8,1
879600,3,1
879610,5,101
879620,5,51
879650,34,181
879660,2,1
879670,62,441
879740,7,11
879850,3,1
879920,2,1
880130,21,1
880180,8,11
880200,13,131
880270,4,11
880320,1,11
880340,1,1
880370,11,11
880380,43,421
880400,443,421
880470,16,101
880490,157,111
880550,12,81
880560,15,21
880570,5,1
880590,0,21
880600,13,41
880610,32,31
880620,18,131
880720,4,1
880770,3,21
880780,5,61
880830,14,1
880840,5,1
880850,137,1781
880860,17,21
880890,3,71
880940,1368,3061
880950,855,251
880990,6,191
881060,1,21
881080,0,31
881110,6,11
881130,15,1
881150,3,31
881170,1,51
881190,3,1
881230,14,91
881250,36,81
881260,5,21
881300,17,41
881320,82,311
881490,42,231
881500,5,31
881510,40,431
881520,11,21
881560,53,91
881610,3,71
881620,1,1
881690,107,291
881730,2,51
881750,17,11
881820,3,11
881880,6,61
881910,2,11
881920,92,331
881930,1,31
881970,1,1
881980,4,11
882020,100,571
882040,22,11
882070,21,141
882080,16,11
882110,148,11
882140,97,41
882200,9,31
882210,17,1
882220,51,141
882230,2,41
882260,1,11
882290,3,11
882310,51,101
882330,2,71
882360,11,101
882370,7,71
882390,4,1
882410,118,191
882460,2,51
882520,5,41
882530,1,11
882560,42,301
882600,1,11
882620,14,11
882630,1,31
882640,31,51
882670,23,121
882700,2,1
882710,410,151
882750,1,1
882790,2799,2281
882900,89,51
882910,9,91
882940,72,351
882960,511,1131
882990,4,41
883000,0,11
883010,10,11
883020,37,51
883070,64,91
883100,349,421
883130,70,161
883170,3,91
883190,8,1
883220,45,221
883270,3,1
883280,2,1
883300,3,21
883370,4,41
883390,1,31
883560,6,1
883620,3,11
883630,3,1
883670,23,161
883710,24950,10751
883790,2,11
883810,5,1
883830,4,1
883860,269,1011
883870,76,41
883900,2,1
883930,3,11
883960,2,11
883970,10,201
884050,466,1251
884160,3,1
884200,72,541
884210,18,101
884230,5,31
884250,5,31
884260,425,81
884270,1,1
884290,2,21
884350,13,11
884370,12,11
884390,3,41
884400,7,1
884410,6,31
884420,7,21
884430,4,61
884440,5,31
884470,4,1
884500,0,11
884530,1,51
884550,36,481
884590,1,31
884640,22,61
884660,9657,29641
884770,2,11
884800,10,171
884830,13,71
884880,6,31
884900,0,31
884930,11,151
884960,20,11
884990,32,81
885000,62,11
885030,12,11
885090,4,241
885100,19,301
885110,7,141
885120,29,31
885140,315,721
885150,197,321
885170,5,61
885180,10,171
885190,11,111
885220,1,1
885240,2,21
885290,3,1
885310,5,21
885320,4,51
885380,14,71
885390,21,301
885470,21,1
885570,21,31
885590,9,71
885600,2,31
885630,19,91
885640,372,901
885650,57,31
885690,19,61
885730,8,351
885780,17,31
885790,14,11
885810,359,81
885950,46,1
886010,4,41
886020,3,31
886040,344,1311
886070,22,41
886180,7,11
886200,14,1
886230,1,1
886250,308,371
886270,14,81
886290,1,11
886300,4,1
886310,0,61
886330,4,11
886350,2,11
886360,0,11
886370,29,81
886380,11,1
886390,10,41
886450,0,11
886460,115,201
886470,11,101
886490,6,21
886520,62,341
886580,2,11
886590,8,51
886600,5,11
886610,0,11
886630,24,21
886670,3,1
886730,10,61
886780,1,11
886820,87,161
886830,2,1
886900,140,521
886950,26,21
886960,407,2081
886970,26,91
887060,82,241
887160,32,21
887170,1,11
887280,1,1
887300,2,11
887340,58,161
887370,112,451
887400,9,1
887440,1,1
887510,21,1
887520,10,61
887530,195,471
887550,2,11
887590,1,1
887630,0,11
887660,2,1
887710,3,51
887730,17,21
887740,2,101
887750,4,1
887800,44,351
887820,22,31
887850,22,171
887870,1,1
887880,4,1
887890,4,1
887900,15,21
887930,0,11
887950,1,1
887960,6,11
887970,48,61
888010,22,31
888030,0,31
888040,106,61
888070,17,111
888090,1119,691
888220,8,1
888250,1,11
888260,119,141
888310,3,1
888380,5,11
888400,1,41
888480,3,1
888540,1,41
888560,2,11
888570,5,21
888610,6,71
888620,4,31
888630,69,91
888640,2,11
888670,5,61
888690,27,201
888710,2,21
888740,0,11
888750,2,1
888760,3,11
888790,521,21
888800,13,61
888810,5,41
888900,8,1
888970,3,51
888990,30,1
889030,3,11
889040,67,131
889080,41,21
889100,2,1
889150,1,1
889170,24,51
889210,4,21
889220,24,31
889240,25,41
889260,8,1
889290,1,1
889320,26,31
889400,20,1
889450,6,1
889460,13,81
889470,2,31
889480,245,101
889510,306,521
889520,10,11
889530,7,11
889600,87,131
889720,12,61
889730,44,251
889740,44,31
889760,0,121
889770,92,131
889790,0,11
889850,5,41
889970,1,21
889990,1,21
890070,78,31
890110,20,91
890130,4,11
890180,30,331
890210,0,11
890220,47,51
890280,10,1
890300,22,31
890310,13,1
890340,6,11
890400,71,441
890470,1,1
890500,23,121
890570,129,171
890590,9,21
890630,3,1
890640,6,31
890680,0,11
890710,30,171
890740,4,1
890750,48,1
890780,6,81
890800,16,391
890820,40,551
890880,223,341
890900,1,1
890910,1,11
