appid,genres,steamspy_tags,categories
797430,Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Strategy,Casual;Free to Play;Strategy,Multi-player;Online Multi-Player;In-App Purchases
797440,Casual;Indie;Strategy,Casual;Strategy;Indie,Single-player
797450,Casual;Indie;Strategy,Casual;Strategy;Indie,Single-player
797550,Action;Casual,Action;Casual,Single-player;Full controller support
797570,Indie;Sports,Indie;Sports;Pixel Graphics,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
797610,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
797620,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
797640,Indie;RPG,Indie;RPG;Pixel Graphics,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud
797710,Action;Casual;Indie;RPG;Sports,Sports;RPG;Indie,Single-player;Full controller support
798140,Action;Casual;Indie;Racing;Early Access,Early Access;Action;Casual,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
798170,Adventure,Adventure;Underwater;Indie,Single-player
798180,Action;Indie;Early Access,Early Access;Action;Indie,Single-player
798190,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Full controller support;Steam Cloud
798200,Action;Adventure;Indie;RPG,Indie;Action;Adventure,Single-player;Steam Achievements;Partial Controller Support
798240,Action;Adventure;Indie;Massively Multiplayer,Adventure;Action;Indie,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Partial Controller Support
798260,Action;Adventure;Indie;RPG;Simulation,Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support
798270,Action;Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy,Single-player;Steam Achievements;Full controller support
798280,Action;Adventure;Free to Play;Indie;Simulation;Strategy,Free to Play;Action;Indie,Single-player;Steam Achievements
798290,Racing;Simulation;Sports,Motocross;Simulation;Racing,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
798330,Action;Adventure;Indie;RPG;Simulation,Action;Adventure;Indie,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud
798340,Action;Indie,Action;Indie,Single-player
798350,Casual;Indie,Indie;Casual,Single-player;Partial Controller Support
798370,Adventure;Indie,Adventure;Indie;Platformer,Single-player;Online Co-op;Steam Achievements;Full controller support
798380,Action;Adventure;Indie,Adventure;Indie;Action,Single-player;Steam Achievements
798420,Action;Casual;Free to Play;Massively Multiplayer;Simulation;Sports,Free to Play;Fishing;Simulation,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Stats
798480,Adventure;Indie,Indie;Adventure;Medieval,Single-player;Partial Controller Support
798510,Single-player;Online Multi-Player;Full controller support;Steam Cloud,Strategy,0
798560,Adventure;Indie;Simulation,Adventure;Simulation;Indie,Single-player;Steam Achievements;Steam Leaderboards
798590,Adventure;Casual;Indie;Simulation,Sexual Content;Nudity;VR,Single-player
798610,Casual;Indie,Casual;Indie;Match 3,Single-player;Steam Cloud
798650,Action;Adventure;Indie,Action;Indie;Adventure,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards
798670,Action;Adventure;RPG;Strategy;Early Access,Early Access;Strategy;Action,Single-player
798680,Violent;Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support
798710,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,Single-player
798720,Action;Adventure;Indie;Strategy,Action;Strategy;Adventure,Single-player;Steam Achievements
798730,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements
798790,Casual;Indie;Strategy,Indie;Casual;Strategy,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
798810,Simulation;Utilities,Utilities;Simulation;VR,Single-player
798830,Casual;Indie;RPG;Simulation;Strategy,Casual;Strategy;Indie,Single-player;Steam Achievements;Steam Cloud
798840,Simulation,Simulation;Action;World War I,Single-player;Steam Workshop
798850,Adventure;Indie;RPG,Adventure;Indie;RPG,Single-player
798940,0,Online Multi-Player,windows
798950,Action;Adventure;Free to Play;Indie,Free to Play;Adventure;Action,Single-player;Partial Controller Support
798960,Indie;Simulation,Indie;Simulation;2D,Single-player;Steam Achievements
799060,Action;Indie;Simulation;Strategy,Strategy;Action;Indie,Single-player;Online Multi-Player
799070,Casual;Indie,Indie;Casual;Singleplayer,Single-player;Steam Achievements;Steam Trading Cards
799080,Casual,Casual;Match 3;Puzzle,Single-player;Steam Achievements
799110,Casual;Indie,Indie;Casual,Single-player;Steam Achievements;Steam Cloud
799120,Violent;Action;Casual;Simulation,Action;Casual;Simulation,Single-player
799180,Casual;Indie;Strategy,Strategy;Indie;Casual,Single-player;Steam Achievements
799240,Casual;Free to Play;Simulation,Free to Play;Casual;Simulation,Single-player;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases
799260,Action;Casual;Indie;Simulation,Simulation;Indie;Casual,Single-player;Steam Achievements;Captions available;Stats;Steam Leaderboards
799270,Indie;Racing;Sports,Racing;Sports;Indie,Single-player;Partial Controller Support;Steam Leaderboards
799300,Adventure;Casual;Free to Play;Simulation,Free to Play;Adventure;Casual,Single-player;Online Multi-Player;Cross-Platform Multiplayer
799420,Action;Adventure;Indie;RPG,Action;Adventure;Indie,Single-player;Captions available;Partial Controller Support
799460,Indie;Strategy;Early Access,Early Access;Strategy;Indie,Single-player
799500,Action;Adventure;Casual;Indie;Early Access,Early Access;Adventure;Action,Single-player;Multi-player;Online Multi-Player;Local Multi-Player
799510,Action;Adventure;Indie,Adventure;Action;Indie,Single-player;Full controller support
799530,Violent;Action;Adventure,Action;Adventure;Violent,Single-player
799560,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,Single-player;Partial Controller Support
799570,Adventure;Casual;Indie;RPG;Early Access,Early Access;Adventure;RPG,Single-player
799590,Action;Indie,Action;Indie;Platformer,Single-player;Steam Achievements;Full controller support
799610,Action;Indie,Action;Indie,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support
799620,Indie;RPG;Strategy,Strategy;RPG;Indie,Single-player
799670,Indie;Strategy,Strategy;Indie,Single-player
799730,Adventure;Indie,Adventure;Indie;Female Protagonist,Single-player;Steam Achievements
799770,Casual;Indie,Casual;Indie,Single-player
799800,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements
799810,0,Single-player;Steam Achievements;Steam Cloud,windows;mac
799840,Casual;Simulation;Strategy,Simulation;Strategy;Casual,Single-player;Steam Achievements
799860,Adventure;Free to Play;Simulation,Free to Play;Adventure;Survival,Single-player;Partial Controller Support
799870,Adventure;Indie;RPG;Strategy,Nudity;RPG;Indie,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
799890,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Strategy;Adventure;Action,Single-player
799910,Action;Indie;Early Access,Early Access;Action;Indie,Single-player;Steam Leaderboards
800030,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player;Steam Achievements;Captions available;Steam Cloud
800050,Adventure;Indie;RPG,Indie;Adventure;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud
800110,Action;Casual,Action;Casual,Single-player;Steam Achievements
800120,Casual;Indie,Casual;Indie;Visual Novel,Single-player
800130,Casual;Indie;RPG;Strategy,Indie;Casual;Strategy,Single-player
800160,Casual,Casual;VR,Single-player
800180,Adventure;Casual,Sexual Content;Anime;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
800190,Adventure;Indie,Adventure;Indie;Female Protagonist,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
800200,Action;Adventure;Indie,Violent;Adventure;Action,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
800230,Casual;Indie,Indie;Casual,Single-player;Steam Achievements
800240,Action;Adventure;Indie,Action;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Cloud
800270,Strategy,Strategy;Board Game;Space,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Turn Notifications
800280,Action;Adventure;Casual;Indie,Action;Adventure;Indie,Single-player
800290,Action;Casual;Indie;Strategy,Strategy;Casual;Action,Single-player
800310,Action;Adventure;Casual;Indie;Strategy;Early Access,Early Access;Strategy;Action,Single-player;Steam Achievements
800320,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
800330,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
800350,Casual;Indie;Strategy,Strategy;Indie;Casual,Single-player
800380,Indie,Indie;VR;Adventure,Single-player
800390,Casual;Early Access,Early Access;VR;Casual,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen
800490,Adventure;Indie;Simulation,Indie;Simulation;Adventure,Single-player
800510,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Leaderboards
800520,Action;Adventure;Indie,Indie;Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Cloud
800530,Casual;Indie,Indie;Casual,Single-player
800550,Indie;RPG,Indie;RPG,Single-player;Local Multi-Player;Local Co-op;Partial Controller Support
800560,Adventure;Indie;RPG,Indie;Adventure;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud
800580,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player;Steam Achievements;Captions available;Steam Cloud
800600,Adventure;Indie;RPG,RPG;Adventure;Indie,Single-player;Captions available;Steam Cloud
800620,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player;Steam Achievements;Captions available;Steam Cloud
800640,Action;Indie;Early Access,Early Access;Action;Indie,Single-player;Steam Achievements
800650,Action,Action;VR,Single-player
800660,Indie;Early Access,Early Access;Indie,Single-player;Steam Achievements
800670,Sports,Sports;VR;Hockey,Single-player
800690,Indie;Strategy,Indie;Strategy;Puzzle-Platformer,Single-player;Steam Achievements;Steam Cloud
800700,Indie;Strategy;Early Access,Early Access;Strategy;Indie,Single-player;Steam Cloud
800710,Action;Indie;RPG;Simulation,Action;RPG;Indie,Single-player
800720,Action;Indie,Action;Indie;Space,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats;Steam Leaderboards
800820,Sexual Content;Nudity;Casual;Indie,Indie;Casual;Nudity,Single-player
800840,Adventure;Casual,Adventure;Casual,Single-player
800860,Indie,Indie;Puzzle,Single-player
800910,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support
800930,Adventure;Casual;Indie;Simulation,Indie;Adventure;Casual,Single-player;Steam Achievements;Partial Controller Support
800980,Action,Action;VR,Single-player
801010,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Action;Adventure,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support
801020,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements
801040,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation,Single-player;Steam Achievements;Steam Cloud;Stats
801060,Casual;Indie;Simulation,Casual;Simulation;Indie,Single-player;Steam Achievements
801120,Casual;Free to Play;Indie;Simulation;Strategy;Early Access,Early Access;Free to Play;Strategy,Single-player
801150,Action;Casual;Indie;Strategy,Indie;Casual;Strategy,Single-player
801160,Action;Adventure;Casual;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Cloud
801180,Action;Casual;Indie;Sports;Strategy,Action;Indie;Casual,Single-player;Multi-player
801200,Casual;Strategy,Casual;Strategy,Single-player;Steam Achievements
801210,Indie;RPG;Strategy,Strategy;Indie;RPG,Single-player
801250,Indie,Indie;Puzzle;Casual,Single-player
801260,Adventure;Indie,Adventure;Indie;Walking Simulator,Single-player
801280,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Shared/Split Screen
801290,Action;Adventure;Indie,Action;Indie;Adventure,Single-player;Steam Achievements
801300,Indie;Simulation;Sports;Strategy,Baseball;Simulation;Sports,Single-player
801320,Action;Adventure;Indie,Indie;Action;Adventure,Single-player
801330,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player
801340,Casual;RPG;Simulation,Simulation;Casual;RPG,Single-player;Steam Achievements
801360,Action;Adventure;Casual;Indie,Action;Casual;Adventure,Single-player
801380,Indie,Indie;Puzzle;Great Soundtrack,Single-player;Steam Achievements
801410,Indie;RPG,Indie;RPG;RPGMaker,Single-player;Steam Cloud
801490,Violent;Action;Indie,Action;Indie;Violent,Single-player;Steam Achievements
801500,Casual;Indie;Simulation,Casual;Indie;Simulation,Single-player;Steam Achievements
801510,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Steam Achievements
801600,Nudity;Violent;Gore;Action;Adventure;Indie;RPG,RPG;Action;Adventure,Single-player
801610,Casual;Free to Play;Simulation,Free to Play;Casual;Simulation,Single-player;Online Multi-Player;In-App Purchases
801630,Action,Action;2D Fighter;Fighting,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
801660,Indie;Strategy;Early Access,Early Access;Strategy;Indie,Single-player
801700,Action;Adventure;Casual;Indie;Racing;Simulation;Sports,Action;Adventure;Indie,Single-player;Partial Controller Support
801760,Casual;Indie;Early Access,Early Access;Indie;Casual,Single-player;Steam Leaderboards
801770,Action;Adventure;Casual;Indie,Action;Adventure;Indie,Single-player;Full controller support
801780,Single-player;Steam Achievements,Action;Casual;Indie;Simulation,0
801840,Casual;Indie;Strategy,Strategy;Indie;Casual,Single-player;Includes level editor
801870,Casual;Simulation,Casual;Simulation;Management,Single-player;Steam Achievements;Steam Cloud
801880,Action;Massively Multiplayer;Racing;Simulation,Racing;Action;Massively Multiplayer,Single-player;Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support
